Review,hasil_akhir,Sentimen
"permainan nya bagus banget, grafiknya juga gk main² lebih bagus lagi di kasih transkripsi indo biar lebih ngerti yang gk bisa bahasa English",main nya bagus banget grafik tidak main lebih bagus kasih transkripsi indonesia biar lebih ngerti tidak bahasa english,positif
"permainan nya sangat bagus, optimalkan lagi untuk divice menengah keatas👍",main nya sangat bagus optimal divice tengah atas,positif
Server Asia keterlambatan banget... Tambahin bahasa Indonesia,server asia lambat banget tambah bahasa indonesia,negatif
waw bagus sekali permainan nya 😋😋,waw bagus sekali main nya,positif
"grafik ku di gi rata kanan bisa halus tapi di wuwa agak susah ya buat ngerendernya, kurang halus gitu. suka tiba tiba loading, karakternya kebanyakan cewek, banyakin karakter cowok yang masih kecil cewek jg gpp.",grafik ku gi rata kanan halus wuthering waves susah buat ngerendernya kurang halus begitu suka tiba tiba muat karakter banyak cewek banyakin karakter cowok kecil cewek juga tidak apa,negatif
Suka banget sama grafiknya,suka banget sama grafik,positif
"tolong tambah transkripsi Indonesia, seharusnya alur ceritanya menarik, cuman karena kurang memahami bahasa nya, feel cerita nya jadi kurang terasa",tambah transkripsi indonesia alur cerita tarik cuman kurang paham bahasa nya feel cerita nya jadi kurang asa,negatif
keahlian karakternya bagus banget,ahli karakter bagus banget,positif
"cerita cringe, tapi pertempuran bagus",cerita cringe tempur bagus,negatif
mantap kembangkan lagi,mantap kembang,positif
bagus,bagus,positif
bagus,bagus,positif
"permainan yang sangat luar biasa, dan juga alur cerita yang bagus",main sangat luar biasa alur cerita bagus,positif
Mantap,mantap,positif
tidak dapat dimainkan,tidak dapat main,negatif
Aku sudah yakin sekali usaha perusahaan yg mengerjakan permainan ini tidak main main dengan keseriusan Dari desain karakter grafis permainan fps Serta semua kategori perpaduan seni Kami semua sudah menduganya bahwa wuthering berjalannya waktu akan semakin lebih baik dan optimal semoga kedepannya masih dipertahankan pencapaian sebesar ini hanya dalam waktu sesingkat ini masih dipertahankan Dan semakin berkembang! 😁,saya yakin sekali usaha usaha yang kerja main main main serius desain karakter grafis main bingkai semua kategori padu seni semua duga wuthering jalan waktu makin lebih baik optimal moga depan tahan capai besar waktu singkat tahan makin kembang,positif
"Saya sangat suka dengan permainan ini baik dari permainan, grafik, keahlian karakter dan lainnya tetapi saya merasa kurang di echo sehingga saya ingin bertanya ""apakah echo bisa dijadikan material untuk up tanpa ada nya +1? "" Kerena sayang jika tidak ada fitur begitu",sangat suka main baik main grafik ahli karakter lain rasa kurang echo tanya echo jadi material up nya rena sayang fitur,positif
"Perbaik lagi sistem plot cerita, perbanyak karakter dan perkuat tiap wilayah untuk di eksplorasi dri berbagai aspek..",baik sistem plot cerita banyak karakter kuat tiap wilayah eksplorasi dari bagai aspek,positif
permainan nya sering layar hitam,main nya sering layar hitam,negatif
permainannya mirip genshin. Ukurannya saat ini diatas 15 gb. Tapi terasa lebih berat dari genshin di perangkat aku. Sementara kualitas grafik yg aku dapatkan lebih rendah dibanding ketika aku bermain genshin. Sekian & terima kasih.,main mirip genshin ukur atas gb asa lebih berat genshin perangkat saya kualitas grafik yang saya dapat lebih rendah banding saya main genshin sekian terima kasih,negatif
"Terbaik sih + pengembang nya juga mendengarkan komunitas jadi no debat lah, sehat sehat permainan baik",baik sih kembang nya dengar komunitas jadi no debat lah sehat sehat main baik,positif
"keseluruhan udh oke bgt, tinggal nunggu optimalisasi + pembaruan mendatang aja",seluruh sudah oke begitu tinggal nunggu optimalisasi baru datang saja,positif
"Mau unduh lagi tapi entah gw yang perangkat tidak mendukung atau apa tapi bingkai nya parah sekali, jadi sulit untuk memainkan nya juga. Kasihan juga akun gw berlumut di ini permainan karena gw tinggalin, secara keseluruhan, grafik bagus dan main cerita juga gak terlalu jelek",mau unduh entah saya perangkat dukung apa bingkai nya parah sekali jadi sulit main nya kasihan akun saya lumut main saya tinggal seluruh grafik bagus main cerita tidak terlalu jelek,negatif
tidak DEBAT INI GAME RAMAH F2P,debat game ramah f bapak,negatif
permainan buruk,main buruk,negatif
Apakah bahasa Indonesia akan ditambahkan di patch berikutnya?,bahasa indonesia tambah patch ikut,negatif
"Simulacra Taktis Acara, Manuver Penjepit Acara Prajurit 2 begitu keras, Tolong buat semua acara lebih mudah",simulacra taktis acara manuver jepit acara prajurit keras buat semua acara lebih mudah,negatif
Bagus lah tapi hp saya tak kuat🔥 meledak nanti,bagus lah ponsel tidak kuat ledak,negatif
Semua aspek di permainannya sudah bagus cuman optimisasi untuk android masih jelek,semua aspek main bagus cuman optimisasi android jelek,negatif
karena ada changli 😋😋😋,changli,negatif
Kurang nya karena gak ada subtitle Indonesia aja sisanya oke,kurang nya tidak terjemah indonesia saja sisa oke,negatif
Bahasa Indonesia dong tolong. saya gak bisa bahasa Inggris. wkwkwkwk,bahasa indonesia dong tidak bahasa inggris wkwkwkwk,negatif
tolong kasih bahasa Indonesia,kasih bahasa indonesia,negatif
tolong tambahkan bahasa Indonesia! 🥰,tambah bahasa indonesia,negatif
Apakah sudah ada bahasa Indonesia nya??,bahasa indonesia nya,negatif
keren permainan nya tapi gak ada bahasa Indonesia,keren main nya tidak bahasa indonesia,negatif
Bang kuro games tolong dong tambahkan bahasa Indonesia nya rilis di play store indo kok ga ada fitur bahasa Indonesia nya ngaco nih pengembang!!,abang kuro games main dong tambah bahasa indonesia nya rilis play store indonesia kok tidak fitur bahasa indonesia nya kacau ini kembang,negatif
"Hai Pengembang, saya berhenti bermain Genshin Impact karena bertani artefak itu sulit.. Saya pindah ke Wutering Waves karena saya berharap lebih.",hai kembang henti main genshin impact tan artefak sulit pindah wutering waves harap lebih,negatif
gak ada bahasa indo tolong🙏,tidak bahasa indonesia,negatif
Tidak ada komentar,komentar,negatif
jelek banget game nya sih,jelek sekali main,negatif
Bagus tapi tolong misi dipermudah,bagus misi mudah,negatif
"permainan taik, untuk seri dimensity 1080 yang notabane lebih tinggi dari g99 lag nya parah minta ampun. Ganti aja nama permainan nya jadi ""Snapdragon permainan Mediatek gak usah maen"",. Rela download pake paket data nunggu tiap patch mungkin udah solved egh dibiarin aja permainan gak jelas",main taik seri dimensity notabane lebih tinggi tidak lag nya parah minta ampun ganti saja nama main nya jadi snapdragon main mediatek tidak perlu main rela download pakai paket data nunggu tiap patch mungkin sudah solved egh dibiarin saja main tidak jelas,negatif
Mohon untuk update berikutnya tambahkan bahasa indonesia,mohon update ikut tambah bahasa indonesia,negatif
"Semenjak kembali bermain, permainan jadi sering terjadi pemberitahuan notifikasi ""wuthering waves tidak menanggapi"" permainan sangat lag, padahal jaringan baik perangkat melebihi rekomendasi... masukan dari pengembang tak kunjungi merespon... 2x melakukan perbaikan dan unduh ulang, hasil tetap sama... Sungguh mengecewakan... Tolong diperbaiki",semenjak main main jadi sering jadi pemberitahuan notifikasi wuthering waves tanggap main sangat lag padahal jaring baik perangkat lebih rekomendasi masuk kembang tidak kunjung merespon kali laku baik unduh ulang hasil tetap sama sungguh kecewa baik,negatif
sinyal nya kok gak stabil makasih,sinyal nya kok tidak stabil makasih,negatif
"Tolong tambahkah terjemahan bahasa indonesia agar lebih mudah menikmati cerita ,",tambah terjemah bahasa indonesia lebih mudah nikmat cerita,negatif
Tolong la kuro kenapa karakter banyak yang jelek padahal PGR bagus semua karakternya,la kuro games karakter banyak jelek padahal pgr bagus semua karakter,negatif
agak lemot TPI seru,lama tapi seru,negatif
MOHON KASIH BAHASA INDONESIA DONG MESKI SUARA NYA TIDAK ADA YANG INDONESIA TIDAK PAPA TAPI TULISAN NYA ADAIN YANG INDONESIA AGAR KETIKA KUEST SAYA TIDAK SEKIP OMONGAN NYA KARENA SAYA TIDAK BISA TULISAN INGGRIS JADI TOLONG HANYA TULISANNYA AJA🙏,mohon kasih bahasa indonesia dong meski suara nya indonesia papa tulis nya adain indonesia kuest sekip omong nya tulis inggris jadi tulis saja,negatif
"padahal pake tablet seri terbaru tapi malah ngebug mulu, entah itu bener ngebug atau bukan",padahal pakai tablet seri baru malah ngebug terus entah benar ngebug bukan,negatif
"Sinyalnya selalu jumping dari 40 - 60 ms Langsung merah dan itu sering seperti itu, padahal sinyal internet bagus, mohon di tingkatkan lagi Kuro",sinyal selalu jumping masa langsung merah sering padahal sinyal internet bagus mohon tingkat kuro games,negatif
Tambahin mapnya aja. Buat yang lainnya udah kekuatan penuh,tambah map saja buat lain sudah kuat penuh,negatif
"permainan bagus, udah lumayan buat permainan yg baru rilis, bug and beberapa masalah lainnya pasti ada aja, jadi wajar sih. Cuma ada satu masalah sih kalo buat saya, laggingnya parah banget, mungkin karena servernya aja ya yang masalah, saya ga tau. Grafik sudah saya atur yang paling rendah serendah- rendahnya, lagging tetap tidak hilang. kecepatan bingkai naik turun, kisarannya bisa 70-300an. Saya pakai perangkat android Samsung A23/5G. Tolong segera diperbaiki untuk pengembang.",main bagus sudah lumayan buat main yang baru rilis bug dan beberapa masalah lain saja jadi wajar sih hanya satu masalah sih kalaupun buat laggingnya parah banget mungkin servernya saja masalah tidak tahu grafik atur paling rendah serendah rendah lagging tetap hilang cepat bingkai naik turun kisar an pakai perangkat android samsung a tidak segera baik kembang,negatif
sering tutup paksa tiap beberapa menit main padahal perangkat memadai,sering tutup paksa tiap beberapa menit main padahal perangkat pada,negatif
"Untuk permainan lumayan bisa menikmati, sedangkan di bagian minusnya itu di cerita' nya kadang terlalu pasif",main lumayan nikmat bagi minus cerita nya kadang terlalu pasif,negatif
"Mohon maaf sebelumnya, saya heran mengapa di wuthering waves levelnya cuma ngestuck di 20 saja. Padahal saya sudah sering ngambil hadiah untuk nambah Exp levelnya. Dan mohon maaf juga, kalau bisa grafik dioptimalkan lagi agar para pemain merasa nyaman. Terimakasih Wuthering waves",mohon maaf belum heran wuthering waves level hanya ngestuck padahal sering ngambil hadiah nambah exp level mohon maaf kalau grafik optimal main rasa nyaman terima kasih wuthering waves,negatif
"Developer tolong kasih dukung bahasa Indonesia agar bisa lebih memahami permainan ini, dari segi saya bermain saya kurang puas dari bahasa. Saya akan terus mendukung",kembang kasih dukung bahasa indonesia lebih paham main segi main kurang puas bahasa terus dukung,negatif
"Ini memang sungguh luar biasa sekali, luas dan keren. Tapi sayang sekali tidak seperti genshin impact, layar permainan ini terlalu kaku saat aku masuk baik saat dialog hingga bertempur. bukan hanya itu, kontrolnya sangat halus sehingga susah kendalikan, serta sinyalnya terlalu buruk padahal baru saja aku main. Jadi tolong pastikan pertimbangkan semua ini, aku tidak akan memainkannya dan kuanggap ini kurang bagus sampai stabilkan semuanya tolong🙏🙏🙏",memang sungguh luar biasa sekali luas keren sayang sekali genshin impact layar main terlalu kaku saya masuk baik dialog hingga tempur bukan kontrol sangat halus susah kendali sinyal terlalu buruk padahal baru saya main jadi pasti timbang semua saya main anggap kurang bagus stabil semua,negatif
Saya kecewa dengan pengembang permainan Wuthering Waves. Saya hanya ingin masuk kembali setelah saya melihat bahwa akun saya tidak memiliki apa-apa selain bermain lagi. Saya meminta pengembang untuk menyelesaikan masalah ini.,kecewa kembang main wuthering waves masuk lihat akun milik apa apa main minta kembang selesai masalah,negatif
Koneksi terputus terus padahal sinyal sudah bagus di awal bikin males mau,koneksi putus terus padahal sinyal bagus awal bikin malas mau,negatif
"Tambahkan translate Indonesianya dong ,biar nikmat nyelesain ceritanya,kalo baca bahasa inggrisnya cepet buat pusing 😁",tambah translate indonesia dong biar nikmat selesai cerita kalaupun baca bahasa inggris cepat buat pusing,negatif
Pelit judi 40 kali tidak dpt pahlawan b5,pelit judi kali dapat pahlawan b,negatif
"gausah lah ya gw bandingin sama permainan sebelah, yg itu lhoo. udh gak level",tidak usah lah saya bandingin sama main belah yang lhoo sudah tidak level,negatif
"Maaf untuk developer untuk lebih di perbaiki lagi masalah *tutup paksa* nya, soalnya ini di perangkat hp Oppo sama sekali gak bisa masuk",maaf kembang lebih baik masalah tutup paksa nya soal perangkat ponsel oppo sama sekali tidak masuk,negatif
Tolong ditingkatkan perolehan bahan echoes beserta material dari latihan exp char & senjata,tingkat oleh bahan echoes serta material latih exp karakter senjata,negatif
Tolong permudah penyelesaian TOA. Char saya sudah membangun penuh tapi tetep berjuang. Semakin gak seru jika terlalu sulit menyelesaikannya. Jika tidak di dengar akan ku hapus instalasi ini permainan,mudah selesai toa karakter bangun penuh tetap juang makin tidak seru terlalu sulit selesai dengar ku hapus instalasi main,negatif
Semoga kedepannya di tambahin bahasa Indonesia 🤌,moga depan tambah bahasa indonesia,negatif
setuju,tuju,positif
Gak ada terjemahan Indonesianya.,tidak terjemah indonesia,negatif
permainan baik Bansos banyak G seperti di samping Diam mulu g mau keluar,main baik bansos banyak tidak samping diam terus tidak mau keluar,negatif
"permainan bagus , tapi kok gue kalah rate off terus ya 😭😭",main bagus kok aku kalah persentase off terus,negatif
"Halo pengembang saya mengalami masalah dengan permainan, ya itu macet dalam mengkompilasi shader dan setelah saya menunggu itu tidak berjalan atau macet, dan perangkat saya adalah Infinix hot 9 play tolong perbaiki!",halo kembang alami masalah main macet kompilasi shader tunggu jalan macet perangkat infinix hot play baik,negatif
Saya butuh kostum yinlin,butuh kostum yinlin,negatif
Semoga kedepannya bisa ada fitur melepaskan tautan email tanpa perlu ribet ribet(⁠ㆁ⁠ω⁠ㆁ⁠),moga depan fitur lepas taut email perlu ribet ribet,negatif
Bahasa Indonesia dong,bahasa indonesia dong,negatif
aku kembali!!!,saya,negatif
"sudah bagus permainan nya, yang kurang ga ada bahasa Indonesia nya",bagus main nya kurang tidak bahasa indonesia nya,negatif
tolong rilis wuwa awan,rilis wuthering waves awan,negatif
oke lah permainan nya tapi ada bug saat kita jalan kadang lemot padahal jaringan nya bagus,oke lah main nya bug jalan kadang lama padahal jaring nya bagus,negatif
